ID's,Image Links,Title,Duration,Price Category,Group Type,Activity Type,Trip Overview,Highlights,Included,Excluded,Live Tour Guide Languages,Old Price,Actual Price,Free Cancellation
493362,https://cdn.getyourguide.com/img/tour/abf220cb70aa22fada7f650b7db191dd2fcadb27909b304bb5541a59d38bccc2.jpeg/132.webp,From Delhi: 4-Days Golden Triangle Tour With Hotel,4 days,per person,Pickup available,Multi-day trip,"Embark captivating 4-day Golden Triangle tour in India. Enjoy a private AC vehicle for comfortable travel between Delhi, Agra, & Jaipur. Witness iconic landmarks like Taj Mahal, Red Fort, Hawa Mahal.","Explore Delhi, Agra, and Jaipur's rich heritage.Indulge in luxury hotels within the Golden Triangle.Journey through time with Mughal & Rajput architecture.Marvel at the Palace of the Winds & Amber Fort.Personalize your itinerary to suit your interests.","Private tour with comfortable AC vehicle.Option for 3 nights accommodation (if chosen).Daily breakfast at the hotels.Guided sightseeing with private local guides.Battery bus ride to Taj Mahal, rickshaw ride in Old Delhi.No fuel surcharge.All toll tax and parking fees included.Applicable hotel taxes covered.Convenient pick-up and drop-off at hotels, airport, or railway station.Complimentary mineral water bottles during the journeys.","Gratuities are optional and not included.Excludes travel insurance, flight & train tickets.Entrance fees (approx. $60) are not part of the package.Lunch and dinner expenses are not covered.",," ₹29,280","₹29,280",Cancel up to 24 hours in advance for a full refund
446247,https://cdn.getyourguide.com/img/tour/62ebc24eaca000c4580b2d607bf540facac0736e4007c734e0b42057221fc28c.jpg/132.webp,From Delhi: 4-Day Private Golden Triangle Tour with Hotels,4 days,per person,Private group,Multi-day trip,"Discover India's Golden Triangle, a route connecting Delhi, Agra and Jaipur. Discover local flavors, stroll through local markets, and visit UNESCO World Heritage sites with your guide.","Explore India's amazing history on this luxury tour of the Golden TriangleAdmire the magnificent architecture of Humayun's Tomb, Qutub Minar and moreGet an in-depth introduction to the city's top sights the Taj Mahal & Agra FortDiscover Amer Fort, Hawa Mahal, Jantar Mantar & other famous landmarks in JaipurProvides private air-conditioned car with uniformed driver and local tour guide","Hotel or airport pick-up and drop-offCar, driver and fuel costToll tax, parking and driver allowanceUnlimited water bottlesLive private tour guide3-Nights hotel accommodation on single/twin sharing basis (as per the chosen option)Daily morning breakfast in the hotels (if with hotel option chosen)All transfer and sightseeing by air-conditioned private car","Meals except breakfast, monument fees, tips and personal expenses","English, French, Spanish, German, Hindi, Russian"," ₹49,999","₹11,380",Cancel up to 24 hours in advance for a full refund
557820,https://cdn.getyourguide.com/img/tour/eb70aeb331d4a5accda3ce71c8cb6e894dcc9cfd4fc9f4f537c0fc92b0ac4859.jpg/132.webp,From Delhi: 3-Day Private Golden Triangle Tour,3 days,per person,Private group,Multi-day trip,"The Golden Triangle Tour captures India's royal heritage in Delhi, Agra, and Jaipur, offering a blend of British, Rajputana, and Mughal influences in a brief itinerary.","Marvel at the timeless beauty of the Taj Mahal, a global architectural iconDiscover Delhi's history at Red Fort, Jama Masjid, Raj Ghat, India Gate & moreAppreciate the wonders of Fatehpur Sikri, a UNESCO site with captivating artExplore Jaipur's regal charm at Amber Fort, City Palace, and Hawa MahalImmerse yourself in history and culture as your guide shares captivating stories","Hotel pick-up and drop-offTravel comfortably in an air-conditioned private car.Receive unlimited water bottles.Personal tour guide in Jaipur, Agra, and Delhi2-accommodation in a hotel with morning breakfast (If option chosen)","Meals, parking costs, laundry, monuments fee, phone calls, tips, and additional personal expenses","English, French, Spanish, Russian, German, Hindi, Japanese"," ₹16,648","₹8,324",Cancel up to 24 hours in advance for a full refund
583955,https://cdn.getyourguide.com/img/tour/d6c45842f53e632913fa7bedddab56e799694b50cb9a513f3c516401519f7285.jpeg/132.webp,Golden Triangle Tour of India,3 days,per group up to 4,Pickup available,Multi-day trip,"Explore India's Golden Triangle on a private 3-day tour (Delhi, Agra, Jaipur). See UNESCO sites, incl. Taj Mahal at sunrise. Private transport and iconic landmarks await. An unforgettable journey!",Visit the Taj MahalVisit Humayun's Tomb in New DelhiSee the famous Amber Palace in Jaipur,Bottled WaterCoffee & TeaPickup & Transportation,Entrance Fees to AttractionsAdditional On-Site Guides,"We provide pickup from airports, hotels, train stations, or location of your preference in New Delhi"," ₹21,344","₹21,344",Cancel up to 24 hours in advance for a full refund
697022,https://cdn.getyourguide.com/img/tour/c7712b924a4a349d32a1519f81fb31c0c48dd7f14a22e6e887f2e11b821311e8.jpg/132.webp,From Delhi: 3-Day Golden Triangle Private Tour with Hotels,3 days,per person,Private group,Multi-day trip,"Explore the wonders of India's Golden Triangle on a private 3-day tour from Delhi. Experience culture of Delhi, beauty of the Taj Mahal in Agra, and heritage of Jaipur. Hotel accommodation included","See the Qutub Minar, Humayun Tomb, India Gate, Lotus Temple in New DelhiView the breathtaking Taj Mahal and explore Agra Fort in AgraVisit Amber Fort, City Palace, Jal Mahal, Hawa Mahal, Jantar Mantar in JaipurListen as your guide tells you all about the rich history and culture","Hotel pickup and drop-offPrivate tour2 nights accommodation (if option selected)Complete Transportation by private, air-conditioned vehiclePrivate Tour guide at all sitesDaily breakfast at hotels (if accommodation booked)Battery bus ride to the Taj MahalBottles of mineral water during the drivesSnaks",Entry feesLunch and dinnerTips,"English, Hindi, Spanish"," ₹12,700","₹12,065",Cancel up to 24 hours in advance for a full refund
476009,https://cdn.getyourguide.com/img/tour/41d369e40b268ef5fc58447e08206b5634f9bfa57eeb877f62046d9af8cd5e4b.jpeg/132.webp,From New Delhi: Overnight Taj Mahal Tour By Superfast Train,2 days,per group up to 1,Private group,Multi-day trip,"Experience the Indelible Vande bharat Train Journey & Mesmerising Taj Mahal Sunset & sunrise Views with 5*Hotel Accomodation in Agra and Visit the palace of kings ""Agra Fort"", Baby Taj & Mehtab Bagh.",Embark on private tour that combines the best trains Trip by Express trainExplore the Mesmerising & most Lovable Sunset and sunrise Taj Mahal views.Experience the 03 star or 05 star Hotel accomodation in agra.Explore the royal life of Mughals at Agra fort & Baby Taj.,Pick up & Drop offAC TransportationLive Tour GuideReturn train TicketsMonument Tickets5 star Hotel Accomodationwater bottles & umbrellasAll parking & Taxes,LunchAny Drinks,"English, Hindi, Spanish, French, Russian, Japanese, German, Chinese, Arabic, Portuguese, Italian"," ₹17,500","₹14,000",Cancel up to 24 hours in advance for a full refund
649689,https://cdn.getyourguide.com/img/tour/177f333f27d4e36c3efda5c181dfe76131753bda6a031a5d3c49091e2676238c.jpg/132.webp,"Memorable, Delhi, Agra with Khajuraho Tour (05N / 06D)",6 days,per person,Private group,Multi-day trip,Delhi-Agra with Khajuraho 05 Nights / 06 Days tour offers a condensed yet captivating experience that combines the iconic sites of Delhi and Agra with the intricate temple architecture of Khajuraho.,"Visit India Gate, Lotus Temple, Humayun's Tomb, and Qutub Minar, India Gate.Kalakarti Show, it is known Mohabbat – E- Taj Show in Agra.Visit and enjoy Taj Mahal (A Symbol of Love) SightseeingVisit Western and Eastern Group of Temples in KhajurahoElephant ride / Jeep ride at Amer Fort in Jaipur","Accommodation Double Sharing in 03-04 star hotel.BreakfastHotel/airport/train station pickup and drop-offTransport by air conditioned private vehicle.Professional guide.02 Mineral water bottles per person per day.All Applicable Taxes like fuel, parking & Toll Taxes etc.Airport arrival and departure transfers by same Car.AC Chair Class Shatabdi Train ticket from Agra to Orchha.Battery Van / Tonga ride on your way to the Taj Mahal in Agra.",Any Domestic Flight (Like Khajuraho to Delhi)Any Personal Expenses.Monument Entrance Fees.TipsNew Year & Christmas Gala Dinner.,"English, Spanish, Russian, Dutch, German, Italian, Hindi"," ₹60,000","₹60,000",Cancel up to 24 hours in advance for a full refund
479439,https://cdn.getyourguide.com/img/tour/5a3b68f9fba34a3962560e121d9b6f9c8b21eb94db387c452a96fa31f31fece8.png/132.webp,Delhi: Private Delhi Agra Jaipur Tour Package by car - 2N3D,3 days,per person,Small group,Multi-day trip,"The Delhi Agra Jaipur Tour Package, aka the most fascinating, yet classical short tour of Northern India. In this tour will discover the three major cities of Northern India; Delhi, Agra, and Jaipur.","Visit three major cities of India. Delhi- Agra – Jaipur.Explore Two sides of Delhi, Old & New DelhiDiscover the world famous Taj Mahal during sunrise.Explore the beautiful city of Agra at your own paceTreat your eyes to the stunning architecture of Jaipur.",Hotel pick-up and drop-offDelhi-Agra-Jaipur-Delhi by private air-conditioned carPrivate Tour2 Nights Accommodation in 5*star or 3*star (if option selected)Daily breakfast at hotels (if accommodation is booked)Private live tour guide in each cityBattery bus ride to the Taj MahalRickshaw ride in Old DelhiPackaged mineral waterAll vehicle & travel expensesAll applicable taxes,Monument Entrance TicketsLunch/ DinnerAny kind of drinks and beverageAny Personal expensesTips / Gratuities,"English, Spanish, French, Russian, Hindi, German, Japanese"," ₹12,272","₹11,658",Cancel up to 24 hours in advance for a full refund
484505,https://cdn.getyourguide.com/img/tour/5afc5427227adb10e40c2c6334b4ae4a2bd8a6b44aa79f311d51a3194d8b6f2a.png/132.webp,From Delhi: 2-Days Delhi and Jaipur Private City Tour,2 days,per person,Private group,Multi-day trip,"Explore 2 of India's most iconic cities, Delhi and Jaipur, on a 2-day private tour. Spend a day exploring Old and New Delhi's highlights, then discover the ""Pink City"" of Jaipur on the second day.","Feel amazed as you take in the sights of Delhi and Jaipur on a 2-day tourAdmire India's capital city, Delhi, and the Rajasthan state capital, JaipurExplore Old and New Delhi, visiting Humayun's Tomb, Qutub Minar, and moreDiscover the highlights of Jaipur, such as Amber Fort and the City PalaceEnjoy a private tour in an air-conditioned car and optional 5-star accommodation",Transportation by air-conditioned vehicleHotel pickup and drop-offGuideEntrance fees5-star hotel accommodationBottles of water,"Lunch, dinner and drinksTips","English, Hindi, Spanish, French, Russian, Japanese, German, Italian, Chinese"," ₹11,000","₹8,800",Cancel up to 24 hours in advance for a full refund
532451,https://cdn.getyourguide.com/img/tour/06f3dc8b6fe840bb.png/132.webp,"From Delhi: 4 Days Golden Triangle Tour Delhi, Agra & Jaipur",4 days,per person,Pickup available,Multi-day trip,Explore India's Golden Triangle on a Private 4-day tour. Travel comfortably in an air-conditioned vehicle from Delhi to Agra to Jaipur and back. Discover iconic attractions with an expert local guide.,"Step back in time and explore the historic cities of Delhi, Agra and JaipurStay in luxury hotels in the great cities of the Golden TriangleLearn about the history of India from your private tour guide.Luxury Transportation in your whole tour.Customize your itinerary in each city as per your own interests","Private Tour3 nights accommodation (if option chosen)Transportation by private, air-conditioned vehicleAll sightseeing with private local guidesDaily breakfast at the hotelsBattery bus ride to and from the Taj Mahal parking lot up to the Taj Mahal monumentFuel surchargeAll taxes and service chargesAll applicable hotel taxesPick-up and drop off at hotels, the airport or railway stationBottles of mineral water during the journeysPersonal care and attention",Optional gratuitiesEntrance fees (approximately $60)Lunch and dinner,"English, Spanish, French, German, Russian, Hindi, Japanese, Italian"," ₹30,000","₹21,150",Cancel up to 24 hours in advance for a full refund
474034,https://cdn.getyourguide.com/img/tour/6486b43d2597d.jpeg/132.webp,2 Days Delhi and Agra Tour by private car,2 days,per person,Private group,Multi-day trip,"Explore in two days the rich heritage of the capital city of India, Delhi, and the past historical glory of the capital city of Mughal Empire Agra in a short period of time.","Explore the rich heritage of the capital city of India, DelhiAdmire the cultural and historical marvels of Agra,Discover some of India's most iconic monuments over 2 days","Pick-up and Drop-Off Service.Accommodation (If option Selected)Professional Tour Guide Service in your Preferred Language.Entrance fees for the Monuments in Agra.Private Air Conditioned Sedan/SUV Car with English speaking Chauffeur.Rickshaw ride in Old DelhiAll parking and toll fees, driver allowance, fuel, and taxesMineral Water Bottles",Tips / Gratuities to Tour Guide & Chauffeur.Any personal expenses.,"English, Hindi, Spanish, French, Chinese, German, Japanese"," ₹24,000","₹24,000",Cancel up to 24 hours in advance for a full refund
709558,https://cdn.getyourguide.com/img/tour/768b5523972414a4b23000d590629f4c884a1944a26a9baf7baeccc1c435a822.jpeg/132.webp,A Land Called India !!,12 days,per person,Small group,Multi-day trip,"A comprehensive, fully escorted, 12 day tour of the most sought after destinations in India !!
New Delhi- Varanasi- Jodhpur- Udaipur- Jaipur- tigers at Ranthambhore- the Taj Mahal & more !","Explore India's bustling national capitalBe awed at the sight of the magnificent TA J MAHA LFind your spiritual self at the holy city of VaranasiExplore the gems of Rajasthan - Jodhpur, Udaipur, Jaipur, Ranthambhore & moreStir up the adventurer in you as you enter the tiger infested jungles","A comprehensive, fully escorted tour commencing and concluding in New DelhiAll transfers and transportation from the reception of the guests at the New Delhi international airport on the first day, to the drop at the international airport in New Delhi on the last dayGuests will have the luxury of private, air conditioned, and chauffeur driven vehicles for all transportation, sightseeing and transfersGuided walking tours as per the itineraryVaranasi sightseeing in a tuk tukAll entrance fees and charges to all monuments and/or attractions as per the programmeRanakpur marble temple with an audio- guideBoat rides at Varanasi & UdaipurTwo (02) jungle safaris at the Ranthambhore National Park - in shared vehiclesand a lot moreServices of your tour leader who is rigorously trained, approved and licensed (Gold Star Level) by the Central Ministry of Tourism, Government of India for the entire tour from New Delhi to New Delhi","Airfare/tickets from the home country to New Delhi and/or backAny accommodationAir travel from New Delhi to Varanasi - from Varanasi back to New Delhi - New Delhi to JodhpurTips and gratuities – including those for the driverPersonal expenses like visa, laundry, phone calls, mineral water, drinks, shopping, and other similar expensesCharges for any optional activities or visits not covered in the itinerary, though almost everything has been coveredMealsAny other expense of similar nature which is not explicitly listed in the “Inclusions” section","English, Hindi"," ₹23,985","₹23,985",Cancel up to 24 hours in advance for a full refund
470646,https://cdn.getyourguide.com/img/tour/647c6c305d652.jpeg/132.webp,From New Delhi : Delhi & Agra 2 Days Tour with Car & Train,2 days,per person,Private group,Multi-day trip,"Begin in Delhi, the bustling capital known for its vibrant culture. Then, travel to Agra, home to the majestic Taj Mahal, a UNESCO World Heritage Site and one of the New Seven Wonders of the World.","Explore the two Heritage Cities of India - Delhi and Agra in 2 days.Learn about the History of Capital City Old & New Delhi along with Agra.Explore the one of the seven wonder of the world ""Taj Mahal"" & Agra Fort.",Pick up & Drop offPrivate Air Condition TransportationReturn Train TicketsMonument Tickets (If option Selected)Lunch at Multicuisine Restaurants (If Option Selected)Live Tour Guide5 star Hotel Accommodation (If Option Selected)Water Bottles & UmbrellasAll Parking & Taxes,DrinksTips & GratitudeAny Personal Expenses,"Arabic, Chinese, English, French, German, Hindi, Italian, Japanese, Portuguese, Russian, Spanish"," ₹10,500","₹10,500",Cancel up to 24 hours in advance for a full refund
529956,https://cdn.getyourguide.com/img/tour/c3c8febda71390a4.jpeg/132.webp,8 Days Motorbike tour (Delhi Agra Jaipur Pushkar) From Delhi,8 days,per person,Private group,Multi-day trip,"Discover top most autunitic spots of India by motorbike Royal Enfield. Take an original journey on a Royal Enfield (Duk-Duk) with the certified guide during entire tour.
Delhi, Agra, Jaipur, Pushkar",Discover the most famous UNESCO spots of India by Royal Enfield bikeEnjoy the company of Experienced English speaking tour guide during entire tour.500 CC bullet (Royal Enfield) will make your trip awesomeOur certified guide give you service during entire tour on royal Enfield bike.Enjoy the hospitality of 4 star heritage hotel.,"Pick-up and drop-off service from the hotel, airport or railway station by comfortable luxury car.comfortable Royal Enfield bullet tour with guide during entire tour.Parking charges, toll taxes, and interstate taxes.A professional guide to assist with the tour on Royal Enfield. (optional)Accommodation or hotels at 4 star premium heritage hotel are included in the package (optional)All government taxes, including the Goods and Services Tax (GST).","Souvenir photos, which may be available for purchase separately.Meals expenses, which are not covered by the package.Personal expenses, such as shopping or additional activities not included in the itinerary.","English, French, German, Hindi, Italian, Russian, Spanish"," ₹80,000","₹80,000",Cancel up to 24 hours in advance for a full refund
